title,deck,date,reviewer,score,url
"Grand Theft Auto: Chinatown Wars","GTA: Chinatown Wars looks amazing on the DS, and the game retains enough of what Grand Theft Auto fans are looking for to make for a great experience.","2009-03-23 14:00:00","Jeff",5,"http://www.giantbomb.com/reviews/grand-theft-auto-chinatown-wars-review/1900-125/"
"WWE Legends of WrestleMania","WWE Legends of Wrestlemania contains some great, nostalgic moments, but the rest of the package is a letdown.","2009-03-27 18:00:00","Jeff",3,"http://www.giantbomb.com/reviews/wwe-legends-of-wrestlemania-review/1900-126/"
"Wanted: Weapons of Fate","Wanted: Weapons of Fate is fun while it lasts, but it doesn't last very long and doesn't give you great reasons to play through it a second time.","2009-03-30 11:00:00","Jeff",3,"http://www.giantbomb.com/reviews/wanted-weapons-of-fate-review/1900-127/"
"Resistance: Retribution","Retribution is a surprisingly good third-person shooter on the PSP, a platform where you don't see a lot of good third-person shooters.","2009-03-30 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/resistance-retribution-review/1900-128/"
"UNO Rush","Uno Rush is vastly different from its predecessor, replacing cold strategy and slow-paced fun with something much more intense.","2009-03-31 20:00:00","Jeff",4,"http://www.giantbomb.com/reviews/uno-rush-review/1900-129/"
"Rhythm Heaven","Rhythm Heaven's quirky minigames keep you guessing while giving you plenty of things to do and plenty of reasons to keep coming back.","2009-04-03 10:00:00","Jeff",5,"http://www.giantbomb.com/reviews/rhythm-heaven-review/1900-130/"
"Burn Zombie Burn!","This demanding new PlayStation Network shooter offers rewarding score-based action--once you commit to learning its complex, unique mechanics.","2009-04-04 09:00:00","Brad",4,"http://www.giantbomb.com/reviews/burn-zombie-burn-review/1900-131/"
"Watchmen: The End is Nigh","Watchmen: The End is Nigh looks great, but the co-op elements are poorly thought-out, and the simplistic action gets old well before this brief, bloody brawler is over.","2009-03-09 18:00:00","Ryan",2,"http://www.giantbomb.com/reviews/watchmen-the-end-is-nigh-review/1900-132/"
"The Chronicles of Riddick: Assault on Dark Athena","Dark Athena joins more content to the brilliant, grim Escape From Butcher Bay, which for the most part has aged quite well.","2009-04-06 23:00:00","Brad",4,"http://www.giantbomb.com/reviews/the-chronicles-of-riddick-assault-on-dark-athena-r/1900-133/"
"Master of Illusion Express: Funny Face","Master of Illusion Express: Funny Face is only two dollars, but it's so incredibly thin that it feels more like a demo than something you should actually have to pay for.","2009-04-07 11:00:00","Jeff",1,"http://www.giantbomb.com/reviews/master-of-illusion-express-funny-face-review/1900-134/"
"Bird & Beans","Bird & Beans is a great little time-waster that's available at a great little price.","2009-04-07 11:00:00","Jeff",4,"http://www.giantbomb.com/reviews/bird-beans-review/1900-135/"
"Art Style: AQUIA","Art Style: AQUIA is a good, basic puzzle game with enough of a hook to keep you coming back for more.","2009-04-07 16:00:00","Jeff",4,"http://www.giantbomb.com/reviews/art-style-aquia-review/1900-136/"
"Brain Age Express: Math","Brain Age Express: Math is a decent collection of math-themed minigames, but it's a little too pricey to recommend.","2009-04-07 17:00:00","Jeff",2,"http://www.giantbomb.com/reviews/brain-age-express-math-review/1900-137/"
"WarioWare: Snapped!","WarioWare: Snapped! is more of a tech demo than a full game, so if you're looking for something that you can use to show off the DSi's camera, go for it.","2009-04-07 19:00:00","Jeff",3,"http://www.giantbomb.com/reviews/warioware-snapped-review/1900-138/"
"Puzzle Quest: Galactrix","It's not technically inferior, but Galactrix just doesn't excite in the same way as Puzzle Quest did. ","2009-04-09 20:00:00","Ryan",3,"http://www.giantbomb.com/reviews/puzzle-quest-galactrix-review/1900-139/"
"Wheelman","Wheelman has some great ideas that are executed well, but a lot of the peripheral stuff is underwhelming.","2009-04-13 13:00:00","Jeff",3,"http://www.giantbomb.com/reviews/wheelman-review/1900-140/"
"The Godfather II","The Godfather name is little more than bait for this empire-focused take on the Grand Theft Auto-style of criminal action.","2009-04-13 17:00:00","Ryan",3,"http://www.giantbomb.com/reviews/the-godfather-ii-review/1900-141/"
"Company of Heroes: Tales of Valor","Though the action is solid while it lasts, Tales of Valor's short campaign and additional multiplayer modes don't justify the standalone price tag.","2009-04-16 11:00:00","Dave",3,"http://www.giantbomb.com/reviews/company-of-heroes-tales-of-valor-review/1900-142/"
"Lode Runner","Lode Runner maintains the classic gameplay of its predecessors, adds a few new ways to play, and gives you plenty of levels to work through.","2009-04-22 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/lode-runner-review/1900-143/"
"Excitebots: Trick Racing","The level of excitement surrounding these robots is undeniable, even if it's somewhat fleeting.","2009-04-22 15:00:00","Ryan",4,"http://www.giantbomb.com/reviews/excitebots-trick-racing-review/1900-144/"
"Demigod","This competitive-only strategy action game has some good ideas that are hindered by its laggy, inconsistent online play.","2009-04-22 13:00:00","Brad",3,"http://www.giantbomb.com/reviews/demigod-review/1900-145/"
"Ninja Blade","Ninja Blade is a handful of cool moments surrounded by tedious, repetitive gameplay.","2009-04-26 20:00:00","Jeff",2,"http://www.giantbomb.com/reviews/ninja-blade-review/1900-146/"
"Zeno Clash","First-person action fans shouldn't miss Zeno Clash's unique mix of deep melee combat and wonderfully bizarre art design.","2009-04-27 15:00:00","Brad",4,"http://www.giantbomb.com/reviews/zeno-clash-review/1900-147/"
"Cryostasis","Russian developed Cryostasis is a chilly cult masterpiece thanks to its unique story and visual style. Unfortunately, the game's technical issues and slow-paced combat are valid concerns against wide-audience approval.","2009-04-30 16:00:00","Dave",4,"http://www.giantbomb.com/reviews/cryostasis-review/1900-148/"
"X-Men Origins: Wolverine","Wolverine's satisfying combat and hearty enthusiasm for creative mutilation help distract from the repetition and rough edges.","2009-05-04 18:00:00","Ryan",3,"http://www.giantbomb.com/reviews/x-men-origins-wolverine-review/1900-149/"
"Space Invaders Extreme","Though you can't count on the online modes for additional thrills, Space Invaders Extreme is still a great update to the classic shooter.","2009-05-06 16:00:00","Jeff",4,"http://www.giantbomb.com/reviews/space-invaders-extreme-review/1900-150/"
"Klonoa: Door to Phantomile","The Wii remake of Klonoa is bright, colorful, and a lot of fun.","2009-05-11 10:00:00","Jeff",4,"http://www.giantbomb.com/reviews/klonoa-door-to-phantomile-review/1900-151/"
"Patapon 2","Patapon 2 expands on the rhythmic strategy of its predecessor without undermining the approachability or the depth that made it such a success in the first place.","2009-05-13 15:00:00","Ryan",4,"http://www.giantbomb.com/reviews/patapon-2-review/1900-152/"
"Velvet Assassin","Tedious, contrived, repetitive stealth mechanics make this a game you should try your best to hide from.","2009-05-15 17:00:00","Brad",1,"http://www.giantbomb.com/reviews/velvet-assassin-review/1900-153/"
"Bionic Commando","Bionic Commando has moments of brilliance that help cover the game's flaws, but really, it all comes down to how much you like swinging around.","2009-05-17 23:00:00","Jeff",4,"http://www.giantbomb.com/reviews/bionic-commando-review/1900-154/"
"Punch-Out!!","Punch-Out!! builds on the strengths of the NES original in some smart, simple ways that, when combined with a stylish, playful presentation, makes for a terrific experience.","2009-05-19 08:00:00","Ryan",5,"http://www.giantbomb.com/reviews/punch-out-review/1900-155/"
"UFC 2009 Undisputed","The single-player options are a little slim, but taking the fight to opponents over the Internet is absolutely awesome.","2009-05-19 16:00:00","Jeff",4,"http://www.giantbomb.com/reviews/ufc-2009-undisputed-review/1900-156/"
"Art Style: PiCTOBiTS","This is a great puzzle game in its own right and one of the most challenging, satisfying games on DSiWare so far.","2009-05-19 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/art-style-pictobits-review/1900-157/"
"Battlestations: Pacific","Battlestations Pacific provides an epic sense of scale with some unique mission types, but the hybrid nature of its action-strategy gameplay presents a sword that is often dull on both sides.","2009-05-20 16:00:00","Dave",3,"http://www.giantbomb.com/reviews/battlestations-pacific-review/1900-158/"
"Star Trek: D-A-C","Star Trek: D-A-C isn't what you want out of a multiplayer space shooter, and it certainly isn't what you want out of a Star Trek game, either.","2009-05-21 16:00:00","Jeff",2,"http://www.giantbomb.com/reviews/star-trek-d-a-c-review/1900-159/"
"Terminator Salvation","It's not a poorly made game, but Terminator Salvation is too simple and too fleeting to recommend.","2009-05-21 20:00:00","Ryan",3,"http://www.giantbomb.com/reviews/terminator-salvation-review/1900-160/"
"inFamous","Dynamic, pinpoint-precise combat and a sprawling urban landscape define this great open-world action game from Sucker Punch.","2009-05-22 18:00:00","Brad",5,"http://www.giantbomb.com/reviews/infamous-review/1900-161/"
"Raiden Fighters Aces","If you're the type of person who can appreciate arcade shooters of the 1990s, this budget-priced collection will certainly satisfy.","2009-05-26 17:00:00","Jeff",3,"http://www.giantbomb.com/reviews/raiden-fighters-aces-review/1900-162/"
"Boom Blox Bash Party","To a certain extent it's still just more Boom Blox, but Bash Party refines and builds on what was already a winning formula.","2009-05-30 14:00:00","Ryan",4,"http://www.giantbomb.com/reviews/boom-blox-bash-party-review/1900-163/"
"Red Faction: Guerrilla","Who knew that blowing apart buildings, bridges, and other Martian structures could be so satisfying?","2009-06-09 12:00:00","Jeff",4,"http://www.giantbomb.com/reviews/red-faction-guerrilla-review/1900-164/"
"Prototype","The range of absurdly destructive combat powers stops just short of the kitchen sink in this wild open-world superhero game from Radical Entertainment.","2009-06-10 18:00:00","Brad",4,"http://www.giantbomb.com/reviews/prototype-review/1900-165/"
"Rock Band Unplugged","Rock Band miniaturizes onto the PSP better than you might think, though Unplugged is brought down by technical issues and an overly familiar track listing.","2009-06-17 13:00:00","Ryan",3,"http://www.giantbomb.com/reviews/rock-band-unplugged-review/1900-166/"
"Rocket Riot","Rocket Riot is immensely charming with some light-hearted gameplay behind it that makes for some exciting multiplayer battles.","2009-06-18 16:00:00","Jeff",4,"http://www.giantbomb.com/reviews/rocket-riot-review/1900-167/"
"Ghostbusters: The Video Game","In its quest to serve up as much Ghostbusters fan service as possible, Terminal Reality delivers a game that's brimming with homage, but one that's not as funny or fun as you might hope.","2009-06-19 11:00:00","Ryan",3,"http://www.giantbomb.com/reviews/ghostbusters-the-video-game-review/1900-168/"
"The Legendary Starfy","This endearing DS platformer is sickeningly cute but a little too light on challenge and complexity.","2009-06-19 16:00:00","Brad",3,"http://www.giantbomb.com/reviews/the-legendary-starfy-review/1900-169/"
"Sam & Max Save the World","Sam & Max Save the World is easily the funniest game on the Xbox 360.","2009-06-19 17:00:00","Jeff",4,"http://www.giantbomb.com/reviews/sam-max-save-the-world-review/1900-170/"
"Fight Night Round 4","Between its legendary roster and authentic gameplay, Fight Night Round 4 is a great homage to the sport of boxing.","2009-06-23 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/fight-night-round-4-review/1900-171/"
"Guitar Hero: Smash Hits","Guitar Hero: Smash Hits is better than it sounds, but it'd probably be even better as a collection of downloadable tracks for Guitar Hero: World Tour.","2009-06-25 17:00:00","Jeff",3,"http://www.giantbomb.com/reviews/guitar-hero-smash-hits-review/1900-172/"
"The Conduit","The Conduit checks most of the boxes on a first-person shooter features list, but it comes together in a very bland way.","2009-06-30 15:00:00","Jeff",2,"http://www.giantbomb.com/reviews/the-conduit-review/1900-173/"
"Transformers: Revenge of the Fallen","This decent movie tie-in has competent combat starring the robots in disguise--but fails to do a whole lot with it.","2009-07-01 16:00:00","Brad",3,"http://www.giantbomb.com/reviews/transformers-revenge-of-the-fallen-review/1900-174/"
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal","Telltale delivers a breezy pirate adventure with its first episode, easing into the fiction while still honoring the Monkey Island name.","2009-07-07 17:00:00","Ryan",4,"http://www.giantbomb.com/reviews/tales-of-monkey-island-chapter-1-launch-of-the-scr/1900-175/"
"Trine","The physics-based action in this puzzle-oriented platformer from FrozenByte is inventive, satisfying, and visually stunning.","2009-07-08 21:00:00","Brad",5,"http://www.giantbomb.com/reviews/trine-review/1900-176/"
"The Sims 3","EA skillfully fleshes out the formula for The Sims with its latest iteration, bringing it closer to an actual game than the PC series has been, without diminishing what makes it so broadly appealing in the first place.","2009-07-11 11:00:00","Ryan",4,"http://www.giantbomb.com/reviews/the-sims-3-review/1900-177/"
"Call of Juarez: Bound in Blood","While it lacks the ""Bible-as-a-weapon"" innovation found in the previous game, this prequel tale merges adequate gameplay with a plot good enough to keep you focused.","2009-07-13 12:00:00","Jeff",3,"http://www.giantbomb.com/reviews/call-of-juarez-bound-in-blood-review/1900-178/"
"Battlefield 1943","Despite some frustrating early network issues, this lean, mean sequel to the grandaddy of all Battlefield games still has it where it counts.","2009-07-13 21:00:00","Brad",4,"http://www.giantbomb.com/reviews/battlefield-1943-review/1900-179/"
"BlazBlue: Calamity Trigger","While there's certainly substance to Arc's 2D fighter, you have to dig through so many layers of loud music and flashy visuals that the whole experience becomes a bit exhausting.","2009-07-21 18:00:00","Jeff",3,"http://www.giantbomb.com/reviews/blazblue-calamity-trigger-review/1900-181/"
"The Secret of Monkey Island","Nearly twenty years later, the humor and the puzzles of this seminal LucasArts adventure game still hold up, and the new production values help it feel fresh again.","2009-07-21 19:00:00","Ryan",4,"http://www.giantbomb.com/reviews/the-secret-of-monkey-island-review/1900-182/"
"Wii Sports Resort","Wii Sports Resort is more--much more--of what made you fall in love with the Wii in the first place.","2009-07-22 17:00:00","Jeff",5,"http://www.giantbomb.com/reviews/wii-sports-resort-review/1900-183/"
"Shatter","Shatter's a solid download that offers a terrific sense of style while also bringing you a really good update of the old Breakout/Arkanoid formula.","2009-07-27 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/shatter-review/1900-184/"
"Marvel vs. Capcom 2: New Age of Heroes","Let me be clear: this game might contain too much crazy to be any fun for players who aren't already into it.","2009-07-29 18:00:00","Jeff",4,"http://www.giantbomb.com/reviews/marvel-vs-capcom-2-new-age-of-heroes-review/1900-185/"
"'Splosion Man","This loony, breakneck, tough-as-nails 2D platformer is a great way to kick off the Summer of Arcade and totally worth your $10.","2009-07-30 21:00:00","Brad",4,"http://www.giantbomb.com/reviews/splosion-man-review/1900-186/"
"The King of Fighters XII","The core fighting in King of Fighters XII is really sharp, but everything surrounding it is a little disappointing.","2009-08-04 13:00:00","Jeff",3,"http://www.giantbomb.com/reviews/the-king-of-fighters-xii-review/1900-187/"
"Fallout 3","Adding an alien invasion to the bleak, post-apocalyptic world of Fallout 3 is conceptually quite pleasing, though Mothership Zeta suffers from its narrow path, and it leans more on combat and less on character than it should.","2009-08-05 15:00:00","Ryan",3,"http://www.giantbomb.com/reviews/fallout-3-review/1900-188/"
"Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled","This remade version of the Turtles' second arcade beat-'em-up is technically competent but not particularly exciting.","2009-08-07 16:00:00","Brad",2,"http://www.giantbomb.com/reviews/teenage-mutant-ninja-turtles-turtles-in-time-re-sh/1900-189/"
"Fat Princess","The madcap cartoon warfare in this team-based online game is a lot of fun, provided your team knows how to work together.","2009-08-10 14:00:00","Brad",4,"http://www.giantbomb.com/reviews/fat-princess-review/1900-190/"
"G.I. Joe: The Rise of Cobra","It's really hard to imagine anyone having anything that even resembles a good time while playing G.I. Joe: The Rise of Cobra.","2009-08-10 13:00:00","Jeff",1,"http://www.giantbomb.com/reviews/gi-joe-the-rise-of-cobra-review/1900-191/"
"Shadow Complex","Shadow Complex is amazing from start to finish... and after you finish it, you'll probably feel like diving right back in for another run.","2009-08-17 06:00:00","Jeff",5,"http://www.giantbomb.com/reviews/shadow-complex-review/1900-192/"
"Wolfenstein","It's not going to blow your mind with new, never-before-seen features or anything like that, but Wolfenstein is well-designed and engaging from start to finish.","2009-08-18 15:00:00","Jeff",4,"http://www.giantbomb.com/reviews/wolfenstein-review/1900-193/"
"Professor Layton and the Diabolical Box","Dr. Layton's second case leans heavily on the first game's formula, which means it's just as full of charming mystery and head-scratching puzzles.","2009-08-25 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/professor-layton-and-the-diabolical-box-review/1900-194/"
"Batman: Arkham Asylum","Arkham Asylum is a very nasty place, but Rocksteady gives you enough tools to make foiling the Joker's latest plot thrilling from start to finish.","2009-09-01 15:00:00","Jeff",5,"http://www.giantbomb.com/reviews/batman-arkham-asylum-review/1900-195/"
"Guitar Hero 5","Neversoft delivers a bubbly, slick-looking Guitar Hero game that benefits from big production values and a more accessible feel, and suffers from some questionable choices and a track list that lacks cohesion.","2009-09-04 07:00:00","Ryan",4,"http://www.giantbomb.com/reviews/guitar-hero-5-review/1900-196/"
"The Beatles: Rock Band","A loving tribute to one of the most influential pop groups of the 20th century with an abundance of catchy, recognizable songs to make up for the gameplay's relative simplicity.","2009-09-09 18:00:00","Ryan",5,"http://www.giantbomb.com/reviews/the-beatles-rock-band-review/1900-197/"
"Section 8","Section 8 has some cool ideas at its core, but the execution falls flat too often to be wholly recommendable.","2009-09-11 13:00:00","Jeff",3,"http://www.giantbomb.com/reviews/section-8-review/1900-198/"
"Need for Speed: SHIFT","Need for Speed: Shift does a lot of the things you'd expect a sim-style racing game to do, but it does so in a passionless way that's really off-putting.","2009-09-15 15:00:00","Jeff",3,"http://www.giantbomb.com/reviews/need-for-speed-shift-review/1900-199/"
"WET","Wet's terrific lead character deserves to be trapped in a better game.","2009-09-18 12:00:00","Jeff",3,"http://www.giantbomb.com/reviews/wet-review/1900-200/"
"Marvel Ultimate Alliance 2","It trades its predecessor's goofy fan-service enthusiasm for something approaching relevance and seriousness, but MUA2 still packs a superhero punch.","2009-09-18 14:00:00","Ryan",4,"http://www.giantbomb.com/reviews/marvel-ultimate-alliance-2-review/1900-201/"
"Halo 3: ODST","If you like the way Bungie makes first-person shooters, you'll enjoy Halo 3: ODST.","2009-09-19 21:00:00","Jeff",4,"http://www.giantbomb.com/reviews/halo-3-odst-review/1900-202/"
"Scribblenauts","In spite of its wonderfully unique concept, Scribblenauts struggles to fulfill its potential.","2009-09-21 15:00:00","Brad",3,"http://www.giantbomb.com/reviews/scribblenauts-review/1900-203/"
"DiRT 2","Improvements on the original in every area make Dirt 2 the one to beat when it comes to off-road racing.","2009-09-23 11:00:00","Drew",5,"http://www.giantbomb.com/reviews/dirt-2-review/1900-204/"
"Trials HD","Physics and sadism combine to great effect in this motocross action game on Xbox Live Arcade.","2009-09-23 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/trials-hd-review/1900-205/"
"Pinball Hall of Fame: The Williams Collection","Eagle-eyes will notice a few rough spots, but there's enough good, solid virtual pinball here to keep players satisfied.","2009-09-25 17:00:00","Jeff",4,"http://www.giantbomb.com/reviews/pinball-hall-of-fame-the-williams-collection-revie/1900-206/"
"Muramasa: The Demon Blade","Vanillaware's lush and layered visuals and the game's razor-sharp combat elevate Muramasa well beyond your average brawler.","2009-09-28 21:00:00","Ryan",4,"http://www.giantbomb.com/reviews/muramasa-the-demon-blade-review/1900-207/"
"Dead Space Extraction","Extraction gets a lot of mileage out of the Dead Space setting, with a decent light-gun campaign that's worth playing through... once.","2009-09-29 18:00:00","Brad",3,"http://www.giantbomb.com/reviews/dead-space-extraction-review/1900-208/"
"Zombie Apocalypse","Zombie Apocalypse brings dual-joystick shooting and zombies together in a really unimaginative way.","2009-09-30 12:00:00","Jeff",2,"http://www.giantbomb.com/reviews/zombie-apocalypse-review/1900-209/"
"Katamari Forever","Katamari Forever doesn't change much about this quirky, long-running series, and you know what? That's totally OK.","2009-10-02 16:00:00","Jeff",4,"http://www.giantbomb.com/reviews/katamari-forever-review/1900-210/"
"Uncharted 2: Among Thieves","Nathan Drake's latest outing is one of the most exciting and memorable action games in years, and one you need to play for yourself.","2009-10-12 17:00:00","Brad",5,"http://www.giantbomb.com/reviews/uncharted-2-among-thieves-review/1900-211/"
"SAW","Saw captures the rusty, sadistic aesthetic of the films well enough, though like the series, the longer it goes on, the less interesting it is. ","2009-10-12 11:00:00","Ryan",3,"http://www.giantbomb.com/reviews/saw-review/1900-212/"
"Lucidity","With an excellent visual style and middling gameplay, Lucidity tries hard to be more than average.","2009-10-12 15:00:00","Vinny",3,"http://www.giantbomb.com/reviews/lucidity-review/1900-213/"
"Brütal Legend","The heavy metal fantasy world of Brutal Legend and the characters that populate it are far more well-realized and engaging than the ambitious-but-flawed gameplay.","2009-10-13 21:00:00","Ryan",3,"http://www.giantbomb.com/reviews/brutal-legend-review/1900-214/"
"Forza Motorsport 3","Whether you're on the track racing or off the track tuning and designing cars, Forza Motorsport 3 is incredible.","2009-10-14 16:00:00","Jeff",5,"http://www.giantbomb.com/reviews/forza-motorsport-3-review/1900-215/"
"South Park Let's Go Tower Defense Play!","Almost in spite of itself, this is both a solid tower defense game and a good piece of fan service for South Park fans.","2009-10-16 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/south-park-lets-go-tower-defense-play-review/1900-216/"
"Borderlands","Borderlands' blend of first-person shooting and role-playing works because it puts the shooting first, resulting in a satisfying action game with enough depth and skill development to keep you hooked for 50 hours or more.","2009-10-19 09:00:00","Jeff",4,"http://www.giantbomb.com/reviews/borderlands-review/1900-217/"
"A Boy and His Blob","A Boy and His Blob is a charming all-ages affair that one-ups the game it's based on in virtually every conceivable way.","2009-10-23 11:00:00","Ryan",4,"http://www.giantbomb.com/reviews/a-boy-and-his-blob-review/1900-218/"
"WWE SmackDown! vs. RAW 2010","The gameplay is pretty clunky, but everything else surrounding it makes WWE SmackDown! vs. RAW 2010 a really interesting package for wrestling fans.","2009-10-23 15:00:00","Jeff",3,"http://www.giantbomb.com/reviews/wwe-smackdown-vs-raw-2010-review/1900-219/"
"Ratchet & Clank Future: A Crack in Time","Ratchet and Clank Future: A Crack in Time manages to play to its strengths while adding enough to make this the best in the series.","2009-10-23 15:00:00","Vinny",5,"http://www.giantbomb.com/reviews/ratchet-clank-future-a-crack-in-time-review/1900-220/"
"DJ Hero","DJ Hero's gameplay is challenging and exciting with a feel all its own, making it a welcome addition to the world of peripheral-based rhythm games.","2009-10-27 18:00:00","Jeff",4,"http://www.giantbomb.com/reviews/dj-hero-review/1900-221/"
"Mario & Luigi: Bowser's Inside Story","The third installment in the Mario brothers' handheld RPG series is the funniest and most engaging one yet.","2009-11-02 15:00:00","Brad",5,"http://www.giantbomb.com/reviews/mario-luigi-bowsers-inside-story-review/1900-222/"
"Dragon Age: Origins","Even the most nostalgic Infinity Engine stalwarts will find a lot to love in this story-heavy RPG.","2009-11-03 00:00:00","Dave",5,"http://www.giantbomb.com/reviews/dragon-age-origins-review/1900-223/"
"Torchlight","Runic's Diablo-like debut drills straight down to the core of what makes a great dungeon-crawling loot grind.","2009-11-04 13:00:00","Brad",4,"http://www.giantbomb.com/reviews/torchlight-review/1900-224/"
"Grand Theft Auto IV","Without strong characters or story to rely on, The Ballad of Gay Tony highlights the ways in which open-world games have been refined and improved since the original release of Grand Theft Auto IV.","2009-11-03 16:00:00","Ryan",3,"http://www.giantbomb.com/reviews/grand-theft-auto-iv-review/1900-225/"
"Tekken 6: Bloodline Rebellion","Tekken 6 is a great fighting game, but it's bogged down by a lot of extraneous baggage.","2009-11-03 18:00:00","Jeff",3,"http://www.giantbomb.com/reviews/tekken-6-bloodline-rebellion-review/1900-226/"
"Band Hero","It's Guitar Hero 5 with different graphics and a more diverse setlist. If you like these 65 songs, you should probably get Band Hero.","2009-11-04 22:00:00","Jeff",3,"http://www.giantbomb.com/reviews/band-hero-review/1900-227/"
"Rabbids Go Home: A Comedy Adventure","The Rabbids get a fresh lease on life by abandoning the minigame format that they're known for in favor of a single-player experience that still capitalizes on both their oddball charm and the unique capacities of the Wii.","2009-11-05 19:00:00","Ryan",4,"http://www.giantbomb.com/reviews/rabbids-go-home-a-comedy-adventure-review/1900-228/"
"Modern Warfare 2","To outsiders, the changes in Modern Warfare 2 might sound minor. But if you've played a significant amount of Call of Duty 4, they range from ""neat idea"" to ""totally mindblowing.""","2009-11-10 00:00:00","Jeff",5,"http://www.giantbomb.com/reviews/modern-warfare-2-review/1900-229/"
"Grand Theft Auto: Chinatown Wars","Chinatown Wars doesn't attempt to fully duplicate the console GTA experience, and the end result is a much better game than what PSP owners have received in the past.","2009-11-12 17:00:00","Jeff",5,"http://www.giantbomb.com/reviews/grand-theft-auto-chinatown-wars-review/1900-230/"
"LEGO Rock Band","LEGO Rock Band's charming premise crumbles under the weight of a scattered track list and a clumsy execution that doesn't do justice to either LEGOs or Rock Band.","2009-11-13 15:00:00","Ryan",3,"http://www.giantbomb.com/reviews/lego-rock-band-review/1900-231/"
"New Super Mario Bros. Wii","While technically accurate, the ""New"" in New Super Mario Bros. Wii is surrounded by all of the classic 2D platforming mechanics from Mario's past, making it more of a nostalgic product than something truly new. Not that there's anything wrong with that.","2009-11-15 19:00:00","Jeff",4,"http://www.giantbomb.com/reviews/new-super-mario-bros-wii-review/1900-232/"
"Left 4 Dead 2","If more Left 4 Dead is what you're after, this sequel has it. A lot of it.","2009-11-17 13:00:00","Brad",4,"http://www.giantbomb.com/reviews/left-4-dead-2-review/1900-233/"
"Assassin's Creed II","Assassin's Creed II elaborates on the good ideas of its sneak-and-stab forebear, making an experience that requires far fewer excuses to enjoy.","2009-11-17 09:00:00","Ryan",4,"http://www.giantbomb.com/reviews/assassins-creed-ii-review/1900-234/"
"Buzz! Quiz World","Quiz World has some rough spots, but if you've got a group of trivia fiends in your home, Buzz! has your back.","2009-11-18 17:00:00","Jeff",3,"http://www.giantbomb.com/reviews/buzz-quiz-world-review/1900-235/"
"Tony Hawk: RIDE","Tony Hawk: RIDE's shoddy hardware and ill-conceived software merge to form something completely abysmal.","2009-11-20 16:00:00","Jeff",1,"http://www.giantbomb.com/reviews/tony-hawk-ride-review/1900-236/"
"Resident Evil: The Darkside Chronicles","Darkside Chronicles is a fine fit for those enamored with the fiction of the Resident Evil series. It's competent enough as a guided shooter, even if it doesn't do much to improve on the hoary old format.","2009-11-20 17:00:00","Ryan",3,"http://www.giantbomb.com/reviews/resident-evil-the-darkside-chronicles-review/1900-237/"
"God of War Collection","Thanks to the high-res treatment and bloodily timeless gameplay, these PS2 action classics hold up better than you might think.","2009-11-20 17:00:00","Brad",4,"http://www.giantbomb.com/reviews/god-of-war-collection-review/1900-238/"
"Borderlands","It won't offer any additional opportunities to build your character, but if you're looking for new places to visit on Pandora, Zombie Island is a fun new twist for Borderlands.","2009-11-25 12:00:00","Jeff",4,"http://www.giantbomb.com/reviews/borderlands-review/1900-239/"
"Rogue Warrior","Rogue Warrior is probably the most foul-mouthed game of all time, but that's not enough to distract you from the poor shooting and sometimes-ugly visuals.","2009-12-03 11:00:00","Jeff",2,"http://www.giantbomb.com/reviews/rogue-warrior-review/1900-240/"
"The Legend of Zelda: Spirit Tracks","Spirit Tracks is filled with good moments that tweak the series' standards in interesting ways.","2009-12-07 12:00:00","Jeff",4,"http://www.giantbomb.com/reviews/the-legend-of-zelda-spirit-tracks-review/1900-241/"
"The Saboteur","Pandemic brings some pulpy flavor to this open-world WWII game, but its stylish charm doesn't quite overcome the rough edges or the sense that its best tricks are borrowed from other, better games.","2009-12-08 16:00:00","Ryan",3,"http://www.giantbomb.com/reviews/the-saboteur-review/1900-242/"
"James Cameron's Avatar: The Game","Playing this mediocre tie-in shooter might make you want to skip James Cameron's latest movie completely.","2009-12-11 17:00:00","Brad",2,"http://www.giantbomb.com/reviews/james-camerons-avatar-the-game-review/1900-243/"
"QIX++","QIX++ is a lifeless remake that isn't good enough to attract new players or satisfy old ones.","2009-12-11 14:00:00","Jeff",2,"http://www.giantbomb.com/reviews/qix-review/1900-244/"
"PixelJunk Shooter","PixelJunk Shooter's considerable charm and clever mechanics make it stand out, but it ends without fully realizing its potential.","2009-12-15 11:00:00","Jeff",4,"http://www.giantbomb.com/reviews/pixeljunk-shooter-review/1900-245/"
"Silent Hill: Shattered Memories","A laundry list of risky changes pays off in this great new beginning for the Silent Hill series.","2009-12-27 07:00:00","Brad",4,"http://www.giantbomb.com/reviews/silent-hill-shattered-memories-review/1900-246/"
"Borderlands","The Underdome's disappointing challenges steer clear of everything that made Borderlands fun in the first place.","2010-01-06 13:00:00","Jeff",2,"http://www.giantbomb.com/reviews/borderlands-review/1900-247/"
